id;spkts;dpkts;sbytes;dbytes;sttl;dttl;sloss;dloss;swin;stcpb;dtcpb;dwin;tcprtt;synack;ackdat;smean;dmean;trans_depth;response_body_len;ct_srv_src;ct_state_ttl;ct_dst_ltm;ct_src_dport_ltm;ct_dst_sport_ltm;ct_dst_src_ltm;is_ftp_login;ct_ftp_cmd;ct_flw_http_mthd;ct_src_ltm;ct_srv_dst;is_sm_ips_ports;target
189;10;0;450;0;254;0;9;0;255;0;0;0;0;0;0;45;0;0;0;18;6;6;2;2;18;0;0;0;6;17;0;0
190;10;0;450;0;254;0;9;0;255;0;0;0;0;0;0;45;0;0;0;18;6;6;2;2;18;0;0;0;6;17;0;0
191;10;0;450;0;254;0;9;0;255;0;0;0;0;0;0;45;0;0;0;18;6;6;1;1;18;0;0;0;6;17;0;0
192;10;0;450;0;254;0;9;0;255;0;0;0;0;0;0;45;0;0;0;18;6;6;1;1;18;0;0;0;6;17;0;0
193;10;0;450;0;254;0;9;0;255;0;0;0;0;0;0;45;0;0;0;27;6;20;2;2;25;0;0;0;22;25;0;0
194;10;0;450;0;254;0;9;0;255;0;0;0;0;0;0;45;0;0;0;27;6;20;2;2;25;0;0;0;22;25;0;0
195;10;0;450;0;254;0;9;0;255;0;0;0;0;0;0;45;0;0;0;27;6;20;2;2;25;0;0;0;22;25;0;0
196;10;0;450;0;254;0;9;0;255;0;0;0;0;0;0;45;0;0;0;27;6;20;2;2;25;0;0;0;22;25;0;0
197;10;0;450;0;254;0;9;0;255;0;0;0;0;0;0;45;0;0;0;27;6;20;2;2;25;0;0;0;22;25;0;0
198;10;0;450;0;254;0;9;0;255;0;0;0;0;0;0;45;0;0;0;27;6;20;2;2;25;0;0;0;22;25;0;0
199;10;0;450;0;254;0;9;0;255;0;0;0;0;0;0;45;0;0;0;27;6;20;1;1;25;0;0;0;22;25;0;0
200;10;0;450;0;254;0;9;0;255;0;0;0;0;0;0;45;0;0;0;27;6;20;2;2;25;0;0;0;22;25;0;0
201;10;0;450;0;254;0;9;0;255;0;0;0;0;0;0;45;0;0;0;27;6;20;2;2;25;0;0;0;22;25;0;0
202;10;0;450;0;254;0;9;0;255;0;0;0;0;0;0;45;0;0;0;27;6;20;2;2;25;0;0;0;22;25;0;0
203;10;0;450;0;254;0;9;0;255;0;0;0;0;0;0;45;0;0;0;27;6;20;2;2;25;0;0;0;22;25;0;0
204;8;0;360;0;254;0;7;0;255;0;0;0;0;0;0;45;0;0;0;27;6;2;2;2;25;0;0;0;2;25;0;0
205;8;0;360;0;254;0;7;0;255;0;0;0;0;0;0;45;0;0;0;27;6;2;2;2;25;0;0;0;2;25;0;0
206;2;0;104;0;254;0;0;0;0;0;0;0;0;0;0;52;0;0;0;2;2;1;1;1;1;0;0;0;1;1;0;0
207;8;0;360;0;254;0;7;0;255;0;0;0;0;0;0;45;0;0;0;27;6;3;2;2;25;0;0;0;3;25;0;0
208;8;0;360;0;254;0;7;0;255;0;0;0;0;0;0;45;0;0;0;27;6;3;1;1;25;0;0;0;3;25;0;0
209;8;0;360;0;254;0;7;0;255;0;0;0;0;0;0;45;0;0;0;11;6;5;2;2;10;0;0;0;5;10;0;0
210;8;0;360;0;254;0;7;0;255;0;0;0;0;0;0;45;0;0;0;11;6;5;2;2;10;0;0;0;5;10;0;0
211;8;0;360;0;254;0;7;0;255;0;0;0;0;0;0;45;0;0;0;11;6;5;2;2;10;0;0;0;5;10;0;0
212;8;0;360;0;254;0;7;0;255;0;0;0;0;0;0;45;0;0;0;11;6;5;2;2;10;0;0;0;5;10;0;0
213;8;0;360;0;254;0;7;0;255;0;0;0;0;0;0;45;0;0;0;11;6;5;1;1;10;0;0;0;5;10;0;0
214;2;0;104;0;254;0;0;0;0;0;0;0;0;0;0;52;0;0;0;4;2;2;1;1;2;0;0;0;2;2;0;0
215;10;10;810;1250;62;252;2;2;255;1522106436;1808274607;255;0.272405;0.118175;0.15423;81;125;1;179;2;1;1;1;1;2;0;0;1;1;2;0;0
216;10;6;534;268;254;252;2;1;255;2658339474;3311865946;255;0.197293;0.132422;0.064871;53;45;0;0;2;1;1;1;1;1;0;0;0;1;2;0;0
217;8;0;360;0;254;0;7;0;255;0;0;0;0;0;0;45;0;0;0;27;6;3;2;2;25;0;0;0;3;25;0;0
218;10;8;2516;354;254;252;2;1;255;474828067;1496932436;255;0.223554;0.096279;0.127275;252;44;0;0;11;1;1;1;1;1;0;0;0;6;1;0;0
219;2;0;90;0;254;0;0;0;0;0;0;0;0;0;0;45;0;0;0;4;2;4;4;4;4;0;0;0;4;4;0;0
220;6;0;270;0;254;0;5;0;255;0;0;0;0;0;0;45;0;0;0;11;6;4;2;2;10;0;0;0;6;10;0;0
221;6;0;270;0;254;0;5;0;255;0;0;0;0;0;0;45;0;0;0;11;6;4;2;2;10;0;0;0;6;10;0;0
222;2;0;2120;0;254;0;0;0;0;0;0;0;0;0;0;1060;0;0;0;4;2;4;4;4;4;0;0;0;4;4;0;0
223;2;0;90;0;254;0;0;0;0;0;0;0;0;0;0;45;0;0;0;4;2;4;4;4;4;0;0;0;4;4;0;0
224;6;0;270;0;254;0;5;0;255;0;0;0;0;0;0;45;0;0;0;11;6;4;2;2;10;0;0;0;6;10;0;0
225;2;0;2120;0;254;0;0;0;0;0;0;0;0;0;0;1060;0;0;0;4;2;4;4;4;4;0;0;0;4;4;0;0
226;6;0;270;0;254;0;5;0;255;0;0;0;0;0;0;45;0;0;0;11;6;4;2;2;10;0;0;0;6;10;0;0
227;10;6;534;268;254;252;2;1;255;719690824;970205825;255;0.268815;0.127659;0.141156;53;45;0;0;4;1;1;1;1;2;0;0;0;1;2;0;0
228;4;0;180;0;254;0;3;0;255;0;0;0;0;0;0;45;0;0;0;8;6;7;2;2;7;0;0;0;7;7;0;0
229;4;0;180;0;254;0;3;0;255;0;0;0;0;0;0;45;0;0;0;8;6;7;2;2;7;0;0;0;7;7;0;0
230;4;0;180;0;254;0;3;0;255;0;0;0;0;0;0;45;0;0;0;8;6;7;2;2;7;0;0;0;7;7;0;0
231;4;0;180;0;254;0;3;0;255;0;0;0;0;0;0;45;0;0;0;8;6;7;2;2;7;0;0;0;7;7;0;0
232;4;0;180;0;254;0;3;0;255;0;0;0;0;0;0;45;0;0;0;11;6;1;1;1;10;0;0;0;1;10;0;0
233;4;0;180;0;254;0;3;0;255;0;0;0;0;0;0;45;0;0;0;8;6;7;2;2;7;0;0;0;7;7;0;0
234;10;6;534;268;254;252;2;1;255;2574656218;3450825200;255;0.197129;0.128843;0.068286;53;45;0;0;4;1;1;1;1;2;0;0;0;1;2;0;0
235;2;0;104;0;254;0;0;0;0;0;0;0;0;0;0;52;0;0;0;4;2;1;1;1;2;0;0;0;3;2;0;0
236;4;0;180;0;254;0;3;0;255;0;0;0;0;0;0;45;0;0;0;8;6;7;2;2;7;0;0;0;7;7;0;0
237;4;0;180;0;254;0;3;0;255;0;0;0;0;0;0;45;0;0;0;8;6;7;1;1;7;0;0;0;7;7;0;0
238;2;0;90;0;254;0;0;0;0;0;0;0;0;0;0;45;0;0;0;2;2;2;2;2;2;0;0;0;3;2;0;0
239;2;0;90;0;254;0;0;0;0;0;0;0;0;0;0;45;0;0;0;2;2;2;2;2;2;0;0;0;3;2;0;0
240;10;8;534;354;254;252;2;1;255;1369330500;1187426251;255;0.248763;0.075085;0.173678;53;44;0;0;4;1;1;1;1;2;0;0;0;1;2;0;0
241;10;8;2516;354;254;252;2;1;255;1591881928;2482385855;255;0.159326;0.07008;0.089246;252;44;0;0;8;1;1;1;1;1;0;0;0;1;1;0;0
242;12;10;888;1370;62;252;2;2;255;1786836554;2627151766;255;0.335828;0.176119;0.159709;74;137;1;239;2;1;1;1;1;1;0;0;1;1;1;0;0
243;2;0;104;0;254;0;0;0;0;0;0;0;0;0;0;52;0;0;0;4;2;1;1;1;2;0;0;0;1;2;0;0
244;20;0;1280;0;254;0;0;0;0;0;0;0;0;0;0;64;0;0;0;1;2;1;1;1;2;0;0;0;1;1;0;1
245;20;0;1280;0;254;0;0;0;0;0;0;0;0;0;0;64;0;0;0;1;2;1;1;1;2;0;0;0;1;1;0;1
246;20;0;1280;0;254;0;0;0;0;0;0;0;0;0;0;64;0;0;0;1;2;1;1;1;2;0;0;0;1;1;0;1
247;20;0;1280;0;254;0;0;0;0;0;0;0;0;0;0;64;0;0;0;1;2;1;1;1;2;0;0;0;1;1;0;1
248;2;0;104;0;254;0;0;0;0;0;0;0;0;0;0;52;0;0;0;1;2;2;1;1;2;0;0;0;1;1;0;1
249;2;0;156;0;254;0;0;0;0;0;0;0;0;0;0;78;0;0;0;1;2;1;1;1;63;0;0;0;1;1;0;1
250;2;0;156;0;254;0;0;0;0;0;0;0;0;0;0;78;0;0;0;1;2;1;1;1;63;0;0;0;1;1;0;1
251;2;0;156;0;254;0;0;0;0;0;0;0;0;0;0;78;0;0;0;1;2;1;1;1;63;0;0;0;1;1;0;1
252;2;0;156;0;254;0;0;0;0;0;0;0;0;0;0;78;0;0;0;1;2;1;1;1;63;0;0;0;1;1;0;1
253;2;0;196;0;254;0;0;0;0;0;0;0;0;0;0;98;0;0;0;1;2;1;1;1;1;0;0;0;1;1;0;1
254;10;8;830;960;62;252;2;2;255;3306255269;327760033;255;0.055643;0.00698;0.048663;83;120;1;66;3;1;2;2;1;2;0;0;1;2;3;0;1
255;10;8;852;1336;62;252;2;2;255;110924759;1029042703;255;0.123943;0.056063;0.06788;85;167;1;235;2;1;2;2;1;3;0;0;1;2;2;0;1
256;10;6;1064;268;254;252;2;1;255;1105088469;46488383;255;0.05861;0.011825;0.046785;106;45;1;0;3;1;1;1;1;1;0;0;1;1;2;0;1
257;10;8;564;354;254;252;2;1;255;2485378508;4071225561;255;0.07321;0.039567;0.033643;56;44;0;0;2;1;1;1;1;1;0;0;0;1;1;0;1
258;12;12;886;5236;62;252;2;3;255;3330056193;2684670015;255;0.060118;0.010067;0.050051;74;436;1;2133;1;1;1;1;1;1;0;0;1;1;1;0;1
259;10;8;1196;992;62;252;2;2;255;3629628996;1493336307;255;0.069484;0.012339;0.057145;120;124;1;0;1;1;1;1;1;1;0;0;1;1;1;0;1
260;2;0;168;0;254;0;0;0;0;0;0;0;0;0;0;84;0;0;0;1;2;1;1;1;1;0;0;0;1;1;0;1
261;10;8;564;354;254;252;2;1;255;702207080;139785921;255;0.104112;0.038465;0.065647;56;44;0;0;1;1;1;1;1;1;0;0;0;1;1;0;1
262;10;6;1148;268;254;252;2;1;255;1345084615;3176772983;255;0.024186;0.009806;0.01438;115;45;1;0;1;1;1;1;1;1;0;0;1;1;1;0;1
263;202;1294;9082;1747118;62;252;2;645;255;946376470;4123805385;255;0.052951;0.028738;0.024213;45;1350;1;847364;1;1;1;1;1;1;0;0;1;1;1;0;1
264;10;8;938;354;254;252;2;1;255;212558147;1344236237;255;0.10843;0.067821;0.040609;94;44;1;0;1;1;1;1;1;1;0;0;1;2;1;0;1
265;12;20;908;18088;62;252;2;7;255;24379987;3237873338;255;0.096038;0.048439;0.047599;76;904;1;0;1;1;1;1;1;1;0;0;1;1;1;0;1
266;2;0;168;0;254;0;0;0;0;0;0;0;0;0;0;84;0;0;0;3;2;1;1;1;1;0;0;0;1;1;0;1
267;28;0;3024;0;254;0;0;0;0;0;0;0;0;0;0;108;0;0;0;1;2;1;1;1;1;0;0;0;1;1;0;1
268;28;0;3024;0;254;0;0;0;0;0;0;0;0;0;0;108;0;0;0;1;2;1;1;1;1;0;0;0;1;1;0;1
269;28;0;3024;0;254;0;0;0;0;0;0;0;0;0;0;108;0;0;0;1;2;1;1;1;1;0;0;0;1;1;0;1
270;28;0;3024;0;254;0;0;0;0;0;0;0;0;0;0;108;0;0;0;1;2;1;1;1;1;0;0;0;1;1;0;1
271;28;0;3024;0;254;0;0;0;0;0;0;0;0;0;0;108;0;0;0;1;2;1;1;1;1;0;0;0;1;1;0;1
272;10;8;1134;1074;254;252;2;2;255;3606458423;514971185;255;0.076918;0.025907;0.051011;113;134;1;98;2;1;1;1;1;2;0;0;1;1;2;0;1
273;10;8;564;354;254;252;2;1;255;2781332383;4013544591;255;0.016439;0.010495;0.005944;56;44;0;0;1;1;1;1;1;1;0;0;0;3;1;0;1
274;10;6;508;268;254;252;2;1;255;3869127034;1987960674;255;0.066589;0.046011;0.020578;51;45;1;0;12;1;2;2;1;12;0;0;1;2;12;0;1
275;10;6;758;268;254;252;2;1;255;948977096;112926856;255;0.060979;0.031846;0.029133;76;45;1;0;12;1;4;4;1;12;0;0;1;5;12;0;1
276;2;0;168;0;254;0;0;0;0;0;0;0;0;0;0;84;0;0;0;4;2;1;1;1;1;0;0;0;1;1;0;1
277;10;8;566;354;254;252;2;1;255;2964286253;3984427726;255;0.117386;0.057477;0.059909;57;44;1;0;10;1;3;2;1;10;0;0;1;3;9;0;1
278;10;6;674;268;254;252;2;1;255;2589843549;889491255;255;0.087022;0.06836;0.018662;67;45;0;0;7;1;1;1;1;7;0;0;0;1;7;0;1
279;22;22;1186;1602;62;252;7;9;255;3182323027;3647175709;255;0.087444;0.047985;0.039459;54;73;0;0;1;1;3;1;1;2;1;1;0;2;1;0;1
280;8;8;364;1628;62;252;1;2;255;1613063914;4226155936;255;0.106917;0.062859;0.044058;46;204;0;0;1;1;3;1;1;2;0;0;0;2;1;0;1
281;2;0;168;0;254;0;0;0;0;0;0;0;0;0;0;84;0;0;0;5;2;1;1;1;1;0;0;0;2;1;0;1
282;20;8;17266;354;254;252;7;1;255;894453596;631719121;255;0.179623;0.060533;0.11909;863;44;0;0;7;1;2;2;1;6;0;0;0;2;6;0;1
283;10;6;490;268;254;252;2;1;255;2164953844;3754353766;255;0.187663;0.111084;0.076579;49;45;0;0;7;1;1;1;1;6;0;0;0;1;6;0;1
284;10;8;738;354;254;252;2;1;255;2847876758;3176499143;255;0.201948;0.081185;0.120763;74;44;0;0;3;1;2;2;1;3;0;0;0;2;3;0;1
285;10;6;1506;268;254;252;2;1;255;21155452;2121765072;255;0.097646;0.059008;0.038638;151;45;0;0;3;1;1;1;1;3;0;0;0;2;3;0;1
286;10;6;1098;268;254;252;2;1;255;422840241;2269944729;255;0.11848;0.076982;0.041498;110;45;0;0;1;1;2;1;1;1;0;0;0;2;4;0;1
287;12;6;3984;268;254;252;3;1;255;887016526;3679540910;255;0.17778;0.063971;0.113809;332;45;0;0;4;1;1;1;1;1;0;0;0;2;1;0;1
288;16;12;2080;1746;254;252;5;4;255;2090124388;4091386222;255;0.176776;0.06238;0.114396;130;146;0;0;1;1;1;1;1;1;0;0;0;1;1;0;1
289;10;6;490;268;254;252;2;1;255;1226743990;1458274772;255;0.141762;0.086672;0.05509;49;45;0;0;3;1;2;2;1;3;0;0;0;2;3;0;1
290;10;8;564;354;254;252;2;1;255;4075039038;2745617955;255;0.112582;0.063473;0.049109;56;44;0;0;1;1;1;1;1;1;0;0;0;1;2;0;1
291;10;8;546;354;254;252;2;1;255;149432727;1119728438;255;0.109665;0.057685;0.05198;55;44;0;0;9;1;1;1;1;6;0;0;0;2;6;0;1
292;10;8;546;354;254;252;2;1;255;2006752785;3408677428;255;0.106518;0.046605;0.059913;55;44;0;0;7;1;1;1;1;7;0;0;0;1;7;0;1
293;10;6;546;268;254;252;2;1;255;949471373;3519959151;255;0.090418;0.039832;0.050586;55;45;0;0;7;1;2;2;1;7;0;0;0;2;7;0;1
294;10;10;908;2000;62;252;2;2;255;3020503365;2118146627;255;0.129972;0.047353;0.082619;91;200;1;476;1;1;1;1;1;1;0;0;1;3;1;0;1
295;10;8;484;354;254;252;2;1;255;3586533202;861927512;255;0.121835;0.067548;0.054287;48;44;0;0;5;1;2;2;1;5;0;0;0;2;4;0;1
296;10;10;808;1238;62;252;2;2;255;2063912232;2334441775;255;0.107828;0.051706;0.056122;81;124;1;160;2;1;1;1;1;2;0;0;1;1;3;0;1
297;10;8;968;354;254;252;2;1;255;1551550120;779429310;255;0.10114;0.050666;0.050474;97;44;1;0;1;1;1;1;1;1;0;0;1;1;1;0;1
298;10;8;848;986;62;252;2;2;255;2108875204;4167817686;255;0.061495;0.009477;0.052018;85;123;1;73;2;1;2;2;1;2;0;0;1;2;2;0;1
299;10;8;564;354;254;252;2;1;255;894345948;3828643797;255;0.057112;0.008939;0.048173;56;44;0;0;1;1;1;1;1;1;0;0;0;1;1;0;1
300;10;6;902;268;254;252;2;1;255;1216905574;2430237932;255;0.0542;0.008343;0.045857;90;45;1;0;1;1;1;1;1;1;0;0;1;1;1;0;1
301;20;20;3178;1784;62;252;7;8;255;2200114777;3402592518;255;0.062427;0.01498;0.047447;159;89;0;0;1;1;1;1;1;1;0;0;0;1;1;0;1
302;20;24;948;9872;62;252;7;10;255;43493637;2610778474;255;0.115983;0.044489;0.071494;47;411;0;0;1;1;1;1;1;1;0;0;0;1;1;0;1
303;10;8;844;1094;62;252;2;2;255;2348252448;2152782635;255;0.052429;0.007554;0.044875;84;137;1;127;2;1;2;2;1;2;0;0;1;2;2;0;1
304;246;1554;10662;2055289;62;252;7;775;255;2055688489;4288220471;255;0.059617;0.013861;0.045756;43;1323;0;0;1;1;1;1;1;1;0;0;0;1;1;0;1
305;20;20;950;2266;62;252;7;8;255;1661865435;99458549;255;0.104512;0.041314;0.063198;48;113;0;0;2;1;1;2;1;1;0;0;0;2;1;0;1
306;10;6;1582;268;254;252;2;1;255;1343525938;3038257943;255;0.072706;0.049463;0.023243;158;45;1;0;1;1;1;1;1;2;0;0;1;1;1;0;1
307;16;8;9684;406;254;252;5;2;255;2517203169;2462565848;255;0.100456;0.036372;0.064084;605;51;0;0;1;1;1;1;1;2;0;0;0;1;1;0;1
308;10;6;1294;268;254;252;2;1;255;446281895;1861106145;255;0.100401;0.052219;0.048182;129;45;0;0;5;1;1;1;1;5;0;0;0;1;5;0;1
309;10;6;2062;268;254;252;2;1;255;972193884;4248364235;255;0.170423;0.079865;0.090558;206;45;0;0;5;1;2;2;1;5;0;0;0;2;5;0;1
310;12;6;3678;268;254;252;3;1;255;1230144701;2135677117;255;0.233481;0.125815;0.107666;307;45;0;0;5;1;2;2;1;5;0;0;0;2;5;0;1
311;10;8;550;354;254;252;2;1;255;756458129;1149536180;255;0.181819;0.077047;0.104772;55;44;0;0;3;1;1;1;1;3;0;0;0;2;3;0;1
312;2;0;168;0;254;0;0;0;0;0;0;0;0;0;0;84;0;0;0;5;2;1;1;1;1;0;0;0;2;1;0;1
313;10;6;774;268;254;252;2;1;255;1847217899;1343658594;255;0.154707;0.082811;0.071896;77;45;1;0;1;1;1;1;1;1;0;0;1;2;1;0;1
314;10;8;718;354;254;252;2;1;255;1875092270;2979850829;255;0.194236;0.092702;0.101534;72;44;0;0;3;1;1;1;1;3;0;0;0;1;5;0;1
315;10;8;1716;354;254;252;2;1;255;3031716204;2219296948;255;0.235306;0.121418;0.113888;172;44;0;0;6;1;1;1;1;5;0;0;0;1;5;0;1
316;12;6;3678;268;254;252;3;1;255;3552807124;195896751;255;0.161295;0.103532;0.057763;307;45;0;0;4;1;1;1;1;3;0;0;0;1;3;0;1
317;12;10;1326;3294;62;252;3;3;255;2360436159;2374207485;255;0.176547;0.076228;0.100319;111;329;1;784;2;1;2;1;1;4;0;0;1;2;2;0;1
318;10;6;2484;268;254;252;2;1;255;3941728817;809922470;255;0.242878;0.181181;0.061697;248;45;0;0;6;1;1;1;1;5;0;0;0;1;5;0;1
319;14;8;6830;354;254;252;4;1;255;36109589;1085354634;255;0.205898;0.122277;0.083621;488;44;0;0;4;1;1;1;1;3;0;0;0;1;3;0;1
320;10;6;780;268;254;252;2;1;255;2232729964;2184754395;255;0.11405;0.048911;0.065139;78;45;1;0;1;1;1;1;1;1;0;0;1;1;1;0;1
321;10;6;550;268;254;252;2;1;255;4266331438;1499648008;255;0.162386;0.1216;0.040786;55;45;0;0;6;1;1;1;1;6;0;0;0;1;7;0;1
322;10;6;1294;268;254;252;2;1;255;828937626;197746881;255;0.162913;0.081167;0.081746;129;45;0;0;5;1;1;1;1;5;0;0;0;2;5;0;1
323;10;8;564;354;254;252;2;1;255;4134405368;3771382557;255;0.151956;0.080481;0.071475;56;44;0;0;1;1;1;1;1;1;0;0;0;1;1;0;1
324;12;28;914;29346;62;252;2;11;255;3770212799;282351333;255;0.141144;0.058747;0.082397;76;1048;1;13825;2;1;1;1;1;1;0;0;1;1;1;0;1
325;10;10;824;2216;62;252;2;2;255;4131395848;1054912688;255;0.246033;0.124782;0.121251;82;222;1;640;1;1;1;1;1;1;0;0;1;1;1;0;1
326;12;8;992;716;254;252;3;2;255;2449718802;2488416045;255;0.201758;0.105034;0.096724;83;90;0;0;7;1;2;2;2;3;0;0;0;4;3;0;1
327;34;22;18872;1718;254;252;31;4;255;2841999187;846254788;255;0.165615;0.080174;0.085441;555;78;0;0;6;1;3;3;3;4;0;0;0;4;4;0;1
328;12;8;1092;766;254;252;3;2;255;3779247937;2309105915;255;0.267796;0.135546;0.13225;91;96;0;0;3;1;1;1;1;1;0;0;0;1;1;0;1
329;12;10;1164;842;254;252;3;2;255;3034287580;3535196697;255;0.267957;0.13345;0.134507;97;84;0;0;3;1;2;2;2;3;0;0;0;3;3;0;1
330;12;10;1314;1774;62;252;3;2;255;737230307;602155309;255;0.171971;0.095961;0.07601;110;177;1;440;1;1;2;1;1;1;0;0;1;3;1;0;1
331;12;10;1084;820;254;252;3;2;255;400202663;216341289;255;0.122739;0.078245;0.044494;90;82;0;0;5;1;2;2;2;3;0;0;0;2;3;0;1
332;26;64;1222;63172;62;252;7;30;255;724680820;4013307900;255;0.151464;0.083303;0.068161;47;987;0;0;1;1;2;1;1;2;0;0;0;2;1;0;1
333;224;52;286548;3166;62;252;109;8;255;2243124043;3666733090;255;0.142381;0.068572;0.073809;1279;61;0;0;1;1;3;1;1;1;0;0;0;1;1;0;1
334;12;8;1080;734;254;252;3;2;255;3274791;2351542782;255;0.19769;0.094113;0.103577;90;92;0;0;3;1;1;1;1;3;0;0;0;2;3;0;1
335;12;10;1232;830;254;252;3;2;255;2203081810;2099132753;255;0.224843;0.089581;0.135262;103;83;0;0;4;1;1;1;1;2;0;0;0;1;2;0;1
336;10;12;836;5624;62;252;2;3;255;1748565987;1068373560;255;0.209077;0.112794;0.096283;84;469;1;2306;1;1;2;1;1;1;0;0;1;1;1;0;1
337;10;10;958;2726;62;252;2;2;255;750893150;797708189;255;0.141729;0.066968;0.074761;96;273;1;895;2;1;1;1;1;1;0;0;1;1;1;0;1
338;12;8;1174;730;254;252;3;2;255;1436448839;3533739176;255;0.301089;0.219112;0.081977;98;91;0;0;3;1;1;1;1;2;0;0;0;1;2;0;1
339;10;10;800;1018;62;252;2;2;255;3499888983;2363001486;255;0.252379;0.103293;0.149086;80;102;1;55;2;1;2;1;1;1;0;0;1;1;1;0;1
340;12;10;988;808;254;252;3;2;255;722842760;3470717237;255;0.33589;0.140259;0.195631;82;81;0;0;4;1;2;1;1;2;0;0;0;2;2;0;1
341;12;10;1228;796;254;252;3;2;255;2318234351;1174177262;255;0.391476;0.190251;0.201225;102;80;0;0;4;1;1;1;1;2;0;0;0;1;2;0;1
342;38;22;30764;1764;62;252;16;8;255;3004181543;1012253097;255;0.161565;0.082785;0.07878;810;80;0;0;1;1;1;1;1;1;0;0;0;2;1;0;1
343;38;22;28162;1772;62;252;16;8;255;3980532899;1823431203;255;0.167226;0.079015;0.088211;741;81;0;0;1;1;1;1;1;1;0;0;0;2;1;0;1
344;12;8;1014;740;254;252;2;2;255;3034287901;3535196902;255;0.267957;0.13345;0.134507;85;93;0;0;3;1;1;1;1;2;0;0;0;1;2;0;1
345;12;10;1110;820;254;252;3;2;255;1856071748;3678882201;255;0.192385;0.102393;0.089992;93;82;0;0;2;1;1;1;1;2;0;0;0;2;2;0;1
346;12;10;1018;840;254;252;3;2;255;457431626;2457741076;255;0.165505;0.092365;0.07314;85;84;0;0;5;1;1;2;1;3;0;0;0;2;4;0;1
347;12;8;1110;776;254;252;3;2;255;3624865411;822692250;255;0.147658;0.093918;0.05374;93;97;0;0;5;1;1;1;1;4;0;0;0;1;4;0;1
348;12;8;1042;696;254;252;4;2;255;2841999482;1672501128;255;0.165615;0.080174;0.085441;87;87;0;0;7;1;3;3;3;4;0;0;0;3;4;0;1
349;36;14;34710;1022;254;252;15;2;255;113624301;3369636578;255;0.298134;0.146677;0.151457;964;73;0;0;2;1;1;1;1;1;0;0;0;2;1;0;1
350;10;12;818;4788;62;252;2;3;255;2089509210;3077976052;255;0.160041;0.081714;0.078327;82;399;1;1898;1;1;1;1;1;1;0;0;1;3;1;0;1
351;10;10;830;1856;62;252;2;2;255;4114486629;3148076717;255;0.308934;0.193964;0.11497;83;186;1;464;1;1;1;1;1;1;0;0;1;1;1;0;1
352;14;10;1196;820;254;252;3;2;255;2775057652;2701779795;255;0.19598;0.139863;0.056117;85;82;0;0;3;1;1;1;1;3;0;0;0;2;3;0;1
353;12;10;3030;844;254;252;3;2;255;567835189;3450490034;255;0.234494;0.149328;0.085166;253;84;0;0;3;1;2;2;2;2;0;0;0;3;2;0;1
354;14;12;698;682;254;252;4;4;255;4062009954;797984780;255;0.179848;0.113446;0.066402;50;57;0;0;1;1;1;1;1;1;0;0;0;1;1;0;1
355;14;12;700;682;254;252;4;4;255;4281885798;119897012;255;0.269414;0.131676;0.137738;50;57;0;0;2;1;1;1;1;2;0;0;0;1;2;0;1
356;12;10;1106;814;254;252;3;2;255;3987021198;1271729594;255;0.146048;0.083595;0.062453;92;81;0;0;2;1;1;1;1;2;0;0;0;1;2;0;1
357;14;12;698;682;254;252;4;4;255;3423091652;1264921832;255;0.107339;0.046083;0.061256;50;57;0;0;2;1;1;1;1;2;0;0;0;1;2;0;1
358;10;8;936;354;254;252;2;1;255;1171463392;4098359544;255;0.237883;0.120464;0.117419;94;44;1;0;1;1;1;1;1;1;0;0;1;1;1;0;1
359;12;10;3026;792;254;252;3;2;255;3739081673;2441385231;255;0.277098;0.143007;0.134091;252;79;0;0;2;1;1;1;1;2;0;0;0;1;3;0;1
360;20;0;1280;0;254;0;0;0;0;0;0;0;0;0;0;64;0;0;0;1;2;1;1;1;1;0;0;0;1;1;0;1
361;20;0;1280;0;254;0;0;0;0;0;0;0;0;0;0;64;0;0;0;1;2;1;1;1;1;0;0;0;1;1;0;1
362;20;0;1280;0;254;0;0;0;0;0;0;0;0;0;0;64;0;0;0;1;2;1;1;1;1;0;0;0;1;1;0;1
363;20;0;1280;0;254;0;0;0;0;0;0;0;0;0;0;64;0;0;0;1;2;1;1;1;1;0;0;0;1;1;0;1
364;20;0;1280;0;254;0;0;0;0;0;0;0;0;0;0;64;0;0;0;1;2;1;1;1;1;0;0;0;1;1;0;1
365;20;0;1280;0;254;0;0;0;0;0;0;0;0;0;0;64;0;0;0;1;2;1;1;1;1;0;0;0;1;1;0;1
366;48;24;41302;2104;62;252;21;8;255;1553329816;3565121951;255;0.05179;0.007336;0.044454;860;88;0;0;1;1;1;1;1;1;0;0;0;1;1;0;1
367;10;8;564;354;254;252;2;1;255;1382330244;3605108158;255;0.08266;0.037078;0.045582;56;44;0;0;2;1;1;1;1;1;0;0;0;1;1;0;1
368;22;22;1186;1668;62;252;7;9;255;1433008002;2745761692;255;0.053878;0.007855;0.046023;54;76;0;0;1;1;2;1;1;2;1;1;0;2;1;0;1
369;2;0;168;0;254;0;0;0;0;0;0;0;0;0;0;84;0;0;0;2;2;1;1;1;1;0;0;0;1;2;0;1
370;10;8;564;354;254;252;2;1;255;2374783758;1800219437;255;0.050403;0.00597;0.044433;56;44;0;0;1;1;1;1;1;1;0;0;0;1;2;0;1
371;150;38;172977;2638;62;252;72;8;255;1072643731;4213121977;255;0.062571;0.046396;0.016175;1153;69;0;0;1;1;1;1;1;1;0;0;0;2;1;0;1
